timestamp,message
2026-07-21T15:02:06Z,[2026-07-21 15:02:06 +0000] [7] [ERROR] Shutting down: Master
2026-07-21T15:02:06Z,[2026-07-21 15:02:06 +0000] [7] [ERROR] Worker (pid:8) exited with code 4.
2026-07-21T15:02:06Z,[2026-07-21 15:02:06 +0000] [8] [INFO] Worker exiting (pid: 8)
2026-07-21T15:02:06Z,Failed to find attribute 'app' in 'app'.
2026-07-21T15:02:05Z,[2026-07-21 15:02:05 +0000] [7] [INFO] Control socket listening at /root/.gunicorn/gunicorn.ctl
2026-07-21T15:02:05Z,[2026-07-21 15:02:05 +0000] [8] [INFO] Booting worker with pid: 8
2026-07-21T15:02:05Z,[2026-07-21 15:02:05 +0000] [7] [INFO] Using worker: sync
2026-07-21T15:02:05Z,[2026-07-21 15:02:05 +0000] [7] [INFO] Listening at: http://0.0.0.0:8080 (7)
2026-07-21T15:02:05Z,[2026-07-21 15:02:05 +0000] [7] [INFO] Starting gunicorn 26.0.0
2026-07-21T15:02:05Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Started: Started container docai-redesign
2026-07-21T15:02:05Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Created: Created container: docai-redesign
2026-07-21T15:02:05Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Pulled: Successfully pulled image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"" in 375ms (375ms including waiting). Image size: 433019273 bytes."
2026-07-21T15:02:04Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Pulling: Pulling image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"""
2026-07-21T15:01:49Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - BackOff: Back-off restarting failed container docai-redesign in pod service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t_environment-6a5e3136b0b7a4abeb4e61a8(1d4a0d8b-282b-462e-a197-2359f70e7b85)
2026-07-21T15:01:48Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - BackOff: Back-off restarting failed container docai-redesign in pod service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t_environment-6a5e3136b0b7a4abeb4e61a8(1d4a0d8b-282b-462e-a197-2359f70e7b85)
2026-07-21T15:01:46Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Started: Started container docai-redesign
2026-07-21T15:01:46Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Created: Created container: docai-redesign
2026-07-21T15:01:46Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Pulled: Successfully pulled image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"" in 359ms (362ms including waiting). Image size: 433019273 bytes."
2026-07-21T15:01:46Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Pulling: Pulling image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"""
2026-07-21T15:01:44Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Started: Started container docai-redesign
2026-07-21T15:01:44Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Created: Created container: docai-redesign
2026-07-21T15:01:44Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Pulled: Successfully pulled image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"" in 50.297s (50.297s including waiting). Image size: 433019273 bytes."
2026-07-21T15:00:53Z,"[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-798bfb4c99-f485t - Pulling: Pulling image ""registry-oci.zeabur.cloud/e-6a5e3136b0b7a4abeb4e61a8/s-6a5f88b6536b84a1337c9b13:d-6a5f88b7b33bf4df98a5a00e"""
